school,teamname,year_of_pub,acceptance_rate,top10pct,alumni_giving_rate,top25pct,usnews_score,usnews_academic_rep_old,sat_act_25_75,avg_sat_act,usnews_academic_rep_new,year,team,unitid,vseteamname,alumni_ops_academic,alumni_ops_faculty,alumni_ops_research,alumni_ops_libraries,alumni_ops_physical_plant,alumni_ops_student_aid,alumni_ops_athletics,alumni_ops_other,alumni_ops_total,alumni_donation_rate,alumni_ugrad_donation_rate,alumni_ops_donation_rate,alumni_solicit_rate,alumni_giving_as_share_of_total,alumni_of_record,alumni_donors,alumni_total_giving,ops_athletics_donors,ops_athletics_total_ath,capital_athletics_donors,capital_athletics_total,athletics_donors,athletics_total,corporations_total_giving,expenditures_per_student,foundations_total_giving,foundations_ops_athletics,foundations_ops_total,corporations_ops_athletics,corporations_ops_total,ops_athletics_total_grand,ops_total,total_giving_2004_onwards,total_giving_pre_2004,alumni_ops_pub_serv,corporations_total,foundations_total,appdate,applicants_male,applicants_female,admits_male,admits_female,enrolled_male,enrolled_female,satdate,satnum,satpct,actnum,actpct,satvr25,satvr75,satmt25,satmt75,actcm25,actcm75,acten25,acten75,actmt25,actmt75,name,city,state,fips,control,iclevel,black,asian,hispanic,vse_alum_giving_rate,first_time_students_missing,first_time_students_total,first_time_outofstate,first_time_instate
Wake Forest University (NC),Wake Forest,2008,42,64,32,,70,,,,3.5,2007,138,199847,"Wake Forest University (Winston-Salem, NC)",1441558,200,33371,116750,4617,51942,5487029,60482,10799610,.263,.306,.257,.9,.265,61633,16234,18356752,5037,10620900,3,454120,5040,11075020,,130451,,272720,9731183,1561346,6172220,10620900,39581228,69245949,70338368,21450,6613583,18443881,Fall 2001,3391,3786,1436,1605,551,573,Fall 2001,901,80,223,20,610,700,630,710,27,31,,,,,Wake Forest University,Winston Salem,NC,North Carolina,"Private, nonprofit",4 or more years (Baccalaureate or higher degree),,,,.26339784,1108,1124,873,251
Wake Forest University (NC),Wake Forest,2009,38,64,32,,70,,,,3.5,2008,138,199847,"Wake Forest University (Winston-Salem, NC)",2246090,5100,119670,164129,4610,65494,10221751,57332,16672501,.254,.297,.248,.9,.32,63242,16045,23169894,5655,17100767,2,125000,5657,17225767,,137345,,49320,9889837,1584625,6768174,17100766,48461575,72454714,72967637,26605,7375180,12590077,Fall 2001,4325,4725,1671,1802,580,622,Fall 2001,861,72,341,28,610,690,630,710,27,31,,,,,Wake Forest University,Winston Salem,NC,North Carolina,"Private, nonprofit",4 or more years (Baccalaureate or higher degree),,,,.25370798,1177,1201,885,316
,Wake Forest,,,,,,,,,,,2009,138,199847,"Wake Forest University (Winston-Salem, NC)",2845500,500,115053,25126,4922,257512,7144534,33598,13853417,.232,.272,.228,.9,.312,64509,14983,18783638,5471,11518099,11,235526,5482,11753625,,153576,,51371,9616229,1445380,6184850,11518098,43697760,60135146,60412937,25229,8286722,11792745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.23226216,,,,
U. of Washington,Washington,1990,65,50,,,,,,,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF WASHINGTON,SEATTLE,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),,,,,,,,
University of Washington,Washington,1991,75,54,,,,,910-1170,,,1990,54,236948,"University of Washington (Seattle, WA)",,,,,,,,,,,,,,,166004,24449,12805072,,,,,,,31696958,,24057349,,,,,,,,89426938,,31696958,24057349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.14727959,,,,
,Washington,,,,,,,,,,,1991,54,236948,"University of Washington (Seattle, WA)",,,,,,,,,,,,,,,170635,20533,11921968,,,,,,,37464966,,19474630,,,,,,,,102831966,,37464966,19474630,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF WASHINGTON,SEATTLE,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),,,,.12033287,,,,
U. of Washington,Washington,1993,56,40,12,,,,920-1170,,,1992,54,236948,"University of Washington (Seattle, WA)",,,,,,,,,,,,,,,178145,21228,10641649,,,,,,,35929916,,16198939,,,,,,,,103796111,,35929916,16198939,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF WASHINGTON,SEATTLE,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),,,,.11916136,,3625,454,3171
Universiy of Washington,Washington,1994,55,40,10,,,26,,1055,,1993,54,236948,"University of Washington (Seattle, WA)",,,,,,,,,,,,,.2325716956748879,,181845,20923,11336723,,,,,,,39513708,,17997390,,,,,,,,100607347,,39513708,17997390,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF WASHINGTON,SEATTLE,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),,,,.11505953,,,,
U. of Washington,Washington,1996,65,40,11,,75.800003,,1020-1260,,,1995,54,236948,"University of Washington (Seattle, WA)",,,,,,,,,,,,,,,,21126,21562000,,,,,,,48637000,,21546000,,,,,,,,127774000,,48637000,21546000,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF WASHINGTON,SEATTLE,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),3,17,4,,,,,
Univ of Washington,Washington,1997,69,37,11,,,,,,,1996,54,236948,"University of Washington (Seattle, WA)",,,,,,,,,,,,,.620992953382147,,217835,19548,17460000,,,,,,,43124000,,27986000,,,,,,,,154601000,,43124000,27986000,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF WASHINGTON,SEATTLE,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),3,17,4,.089737646,,4027,585,3442
Univ of Washington,Washington,1998,74,37,8,,,,1020-1280,,4,1997,54,236948,"University of Washington (Seattle, WA)",,,,,,,,,,,,,.9630348814527141,,225564,21557,23170000,,,,,,,58273000,,24474000,,,,,,,,150000000,,58273000,24474000,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF WASHINGTON,SEATTLE,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),3,19,4,.095569327,,,,
Univeristy of Washington,Washington,1999,66,37,12,,,,,,3.9000001,1998,54,236948,"University of Washington (Seattle, WA)",,,,,,,,,,,,,.9320781225681343,,237729,27086,22860000,,,,,,,69278000,,28174000,,,,,,,,170271000,,69278000,28174000,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF WASHINGTON,SEATTLE,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),3,19,4,.11393645,,4202,515,3687
University of Washington,Washington,2000,77,39,14,,,,1040-1280,,4,1999,54,236948,"University of Washington (Seattle, WA)",2722550,7185,140951,26488,1596610,571786,3705620,1748330,11774700,.116,,.111,.838,,264485,30672,27358900,18735,8185610,,,18735,,86101900,34369,41674600,10940,32163800,1365660,83593100,8156880,161096000,,210745000,776052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.11596877,,,,
University of Washington,Washington,2001,78,47,15,,65,,1050-1270,,4,2000,54,236948,"University of Washington (Seattle, WA)",2800610,700,234996,55524,1163250,630237,2970490,2211590,10934300,.151,.145,.144,.993,,245094,36974,34942700,19321,12618700,243,,19564,,73923100,36262,53934200,19430,35900800,1006530,67857800,6497090,156497000,,225575000,650043,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF WASHINGTON-SEATTLE CAMPUS,SEATTLE,WA,Washington,Public,4 or more years (Baccalaureate or higher degree),2,20,3,.15085641,0,4840,890,3950
